REAL_ESTATE_ADDRESS,REAL_ESTATE_ID,PA_SUITE,PA_HOUSE_NUMBER,PA_STREET_NAME,PA_ASSESSED_VALUE,PA_ACCOUNT_NUMBER,PA_LATITUDE,PA_LONGITUDE,Acres,Latitude,Longitude,Bathrooms,Bedrooms,Beds Above Grade,Condo Fee,Construction – Wood Frame,Construction – Concrete,Construction – Concrete Block,Construction – Insulated Concrete,Construction – Modular,Construction – Prefab,Construction – Steel Frame,Ensuite,Exposure – North,Exposure – Northwest,Exposure – West,Exposure – Southwest,Exposure – South,Exposure – Southeast,Exposure – East,Exposure – Northeast,Fireplace,Foundation – Concrete,Foundation – Block,Foundation – Brick/Stone/Block,Foundation – Concrete Slab,Foundation – Grade Beam,Foundation – Piling,Foundation – Preserved Wood,Foundation – Other or NaN,Full Baths,HOA Fees,HOA Fees Freq.,Half Baths,Has Basement,Has Pool,Heating – Forced Air-1,Heating – Forced Air-2,Heating – Baseboard,Heating – Fan Coil,Heating – Gravity,Heating – Heat Pump,Heating – Hot Water,Heating – In Floor Heat System,Heating – Other and NaN,Is Waterfront,Parking Spaces,Roof – Asphalt Shingles,Roof – Cedar Shakes,Roof – Clay Tile,Roof – Concrete Tiles,Roof – EPDM Membrane,Roof – Fiberglass,Roof – Metal,Roof – Pine Shakes,Roof – Roll Roofing,Roof – Tar & Gravel,Roof – Vinyl Shingles,Roof – Wood Shingles,Roof – Other or NaN,Square Footage,Style - 1 and Half Storey,Style - 2 and Half Storey,Style - 2 Storey,Style - 2 Storey Split,Style - 3 Level Split,Style - 3 Storey,Style - 4 Level Split,Style - 5 Level Split,Style - Back Split,Style – Bi-Level,Style – Bungalow,Style - Bungalow Semi,Style - Hillside Bungalow,Style – Loft,Style - Modular Home,Style - Multi Level Apartment,Style – NaN,Style - Not Applicable,Style – Penthouse,Style - Raised Bungalow,Style - Single Level Apartment,Style - Studio Suite,Sub-Type – 4Plex,Sub-Type - Apartment High Rise,Sub-Type – Carriage,Sub-Type - Detached Condominium,Sub-Type - Duplex Side By Side,Sub-Type - Duplex Up And Down,Sub-Type - Half Duplex,Sub-Type - Lowrise Apartment,Sub-Type - Residential Attached,Sub-Type - Residential Detached Single Family,Sub-Type - Single Wide,Sub-Type - Stacked Townhouse,Sub-Type – Townhouse,Sub-Type – Tri-Plex,Sub-Type - Vacant Lot,Type – Condo/Townhouse,Type – Single Family,Year Built,Price,Police_Station,Catholic_School,Public_School,Bus_Stop,Playground,Public_Library,Recreation_Centre,Fire_Station
2166 haddow DRIVE,3655,,2166,HADDOW DRIVE NW,493500,10009184,53.45131372,-113.59358,0.1,53.4514114,-113.5935614,4,3,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,439900,5533,1687,1696,1126,377,3523,1896,1238
7325 singer WAY,3656,,7325,SINGER WAY NW,425500,10029348,53.437785,-113.5679431,0.1,53.43779,-113.567942,3,4,2,NaN,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,439900,3889,1986,1720,411,1739,6307,3701,4023
380 rehwinkel CLOSE nw,3657,,380,REHWINKEL CLOSE NW,421000,3188851,53.47172558,-113.5811991,0.12,53.4716988,-113.5810541,3,3,2,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,120,Monthly,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1988,439000,9295,628,368,399,508,2356,4415,3497
124 haddow CLOSE,3658,,124,HADDOW CLOSE NW,431500,9945529,53.45987251,-113.5925683,0.1,53.459821,-113.591786,3,2,1,390,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997,438800,6342,1925,1274,190,939,2506,1474,78
1863 tomlinson CRESCENT,3659,,1863,TOMLINSON CRESCENT NW,380000,9958289,53.45197069,-113.5815004,0.08,53.451971,-113.5815,2,2,2,NaN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,430000,5700,758,1045,774,520,3851,1245,1567
1615 hodgson COURT,3660,,1615,HODGSON COURT NW,470500,10025661,53.45542001,-113.5580412,0.1,53.4555326,-113.5580952,2,2,2,NaN,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,107,Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,429900,6447,1734,2114,1335,746,4160,2314,2636
7339 singer WAY,3661,,7339,SINGER WAY NW,416000,10029429,53.43735682,-113.5688166,0.11,53.4374555,-113.5689837,3,3,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,428800,3810,1907,1641,1572,1659,7641,3202,5357
2351 lemieux PLACE,3662,,2351,LEMIEUX PLACE NW,375000,10040460,53.45484155,-113.577611,0.13,53.4549224,-113.5775009,4,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2008,424900,6403,1283,632,183,711,3438,832,1154
1680 tompkins WYND,3663,,1680,TOMPKINS WYND NW,413500,9974365,53.44967005,-113.5814448,0.09,53.44967,-113.581445,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,100,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001,423000,5652,710,1095,742,767,3994,1388,1710
1634 tompkins WYND,3664,,1634,TOMPKINS WYND NW,421500,9974346,53.44805504,-113.5821568,0.12,53.448062,-113.582103,3,3,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000,421500,5327,557,770,417,404,4114,1577,1829
334 1406 hodgson WAY,3665,334,1406,HODGSON WAY NW,347000,10018439,53.45467774,-113.5605772,0.02,53.454524,-113.560386,2,2,2,463,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2004,420000,6482,1769,2149,1370,781,4195,2349,2671
16 1283 carter crest ROAD nw,3666,16,1283,CARTER CREST ROAD NW,348500,4307450,53.46282222,-113.584687,0.1,53.462697,-113.585045,3,3,2,290,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,140,Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1997,419900,8153,937,1998,498,756,2783,1733,2669
1653 tompkins PLACE,3667,,1653,TOMPKINS PLACE NW,418500,9974425,53.4487965,-113.5796241,0.1,53.4488854,-113.5796481,4,4,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,100,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001,419800,5685,743,1129,775,801,4028,1421,1743
199 oeming ROAD,3668,,199,OEMING ROAD NW,355500,3127065,53.46779125,-113.5690776,0.14,53.4682297,-113.5722958,3,5,3,340,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1986,417500,7617,1215,929,465,651,2787,2012,2673
4622 turner SQUARE,3669,,4622,TURNER SQUARE NW,385500,9996834,53.44530623,-113.5824272,0.08,53.445307,-113.582427,2,3,2,NaN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,105,Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,414900,5079,938,672,507,691,4453,2234,2168
8709 stein LANE nw,3670,,8709,STEIN LANE NW,402000,10041227,53.43623967,-113.5799916,0.07,53.4362471,-113.5801751,3,3,3,NaN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2006,410000,3760,1817,1551,1259,1500,5719,3113,3435
26 5873 mullen PLACE,3671,26,5873,MULLEN PLACE NW,376000,10484382,53.43259077,-113.5689434,0,53.4343959,-113.5700217,3,3,3,356,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,409900,3865,2272,2006,1102,2025,6999,4392,4714
1070 carter crest ROAD,3672,,1070,CARTER CREST ROAD NW,378500,3837390,53.46584379,-113.5742737,0.08,53.4654079,-113.574117,3,2,2,345,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,140,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1992,408800,7341,782,1187,134,218,2561,1578,2447
428 160 magrath ROAD,3673,428,160,MAGRATH ROAD NW,395500,10063006,53.45342423,-113.560647,0,53.4532702,-113.5597803,2,2,2,603,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2005,405000,6096,1965,1931,1351,473,4864,2257,2579
409 160 magrath ROAD,3674,409,160,MAGRATH ROAD NW,344000,10067418,53.45342423,-113.560647,0.03,53.4532702,-113.5597803,2,2,2,578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2005,398800,6096,1965,1931,1351,473,4864,2257,2579
3034 trelle CRESCENT,3675,,3034,TRELLE CRESCENT NW,371000,10010354,53.4542745,-113.5869845,0.08,53.4541732,-113.5870411,2,3,3,NaN,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,395888,6234,1292,738,467,400,3544,938,1259
16 882 ryan PLACE,3676,16,882,RYAN PLACE NW,360500,3881216,53.46950816,-113.5832083,0.07,53.4697532,-113.582786,3,3,3,322,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1994,395000,7661,1727,1713,225,1311,342,2781,1863
7836 schmid PLACE,3677,,7836,SCHMID PLACE NW,394000,10067019,53.44143849,-113.587829,0.07,53.4414359,-113.5876537,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2007,395000,5138,1525,1259,1107,616,4868,2821,2584
4618 turner SQUARE,3678,,4618,TURNER SQUARE NW,393000,9996836,53.4453072,-113.5827041,0.08,53.445307,-113.582704,3,4,3,NaN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,389000,5097,956,690,525,709,4435,2252,2150
4574 turner SQUARE,3679,,4574,TURNER SQUARE NW,378500,9996805,53.44582683,-113.5848353,0.08,53.4458227,-113.584654,2,3,3,NaN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,105,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,379900,5484,868,1077,614,833,4298,2164,2013
223 6083 maynard WAY,3680,223,6083,MAYNARD WAY NW,362000,10227538,53.44041277,-113.5645925,0.02,53.4408153,-113.5649683,2,2,2,401,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2010,379900,5743,1470,1045,973,1324,5786,3179,3501
5833 sutter PLACE nw,3681,,5833,SUTTER PLACE NW,368500,10024484,53.44262498,-113.5892272,0.08,53.442623,-113.589227,3,3,3,NaN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,374900,5307,1695,1429,1276,120,4739,2991,2455
222 1406 hodgson WAY,3682,222,1406,HODGSON WAY NW,311500,10018406,53.45467774,-113.5605772,0.02,53.454524,-113.560386,2,2,2,411,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2004,369999,6482,1769,2149,1370,781,4195,2349,2671
345 6079 maynard WAY nw,3683,345,6079,MAYNARD WAY NW,317000,10403899,53.44041277,-113.5645925,0,53.4402943,-113.5646663,2,2,2,350,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,369900,5743,1470,1045,973,1324,5786,3179,3501
4211 terwillegar VISTA,3684,,4211,TERWILLEGAR VISTA NW,361000,9981297,53.44732792,-113.5817293,0.07,53.44732792,-113.5817293,2,3,2,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,120,Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2001,369900,5249,480,693,340,446,4198,1661,1913
5904 south terwillegar BOULEVARD,3685,,5904,SOUTH TERWILLEGAR BOULEVARD NW,356500,10036240,53.44312662,-113.5810085,0.11,53.4431152,-113.5808791,4,3,2,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2008,365400,4755,953,687,535,700,4952,2249,2668
9524 simpson COURT,3686,,9524,SIMPSON COURT NW,348500,10242157,53.43753069,-113.5868664,0.07,53.43753069,-113.5868664,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012,365000,4256,1984,1718,1649,1547,5886,3280,3601
4211 terwillegar VISTA,3687,,4211,TERWILLEGAR VISTA NW,361000,9981297,53.44732792,-113.5817293,0.07,53.44732792,-113.5817293,2,3,2,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,120,Annually,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2001,364900,5249,480,693,340,446,4198,1661,1913
9218 scott LANE nw,3688,,9218,SCOTT LANE NW,388500,10041389,53.43550988,-113.5832938,0.09,53.4355121,-113.5831489,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,360000,4175,2099,1833,1674,1781,6001,3395,3716
5941 south terwillegar BOULEVARD nw,3689,,5941,SOUTH TERWILLEGAR BOULEVARD NW,316500,10036301,53.44180568,-113.5822971,0,53.441925,-113.5824357,3,3,3,NaN,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2006,359900,4680,1162,896,743,663,4916,2457,2631
9505 simpson COURT,3690,,9505,SIMPSON COURT NW,360000,10242135,53.43694369,-113.5860277,0,53.43694369,-113.5860277,3,3,3,NaN,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012,359900,4133,1862,1595,1527,1489,5764,3157,3479
56 2565 hanna CRESCENT,3691,56,2565,HANNA CRESCENT NW,352500,10090828,53.44888665,-113.5944743,0.08,53.448891,-113.5944654,4,3,3,317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2006,358800,5843,1997,2006,1408,659,3805,2206,1521
28 1237 carter crest ROAD,3692,28,1237,CARTER CREST ROAD NW,338500,9950285,53.46233804,-113.5848228,0.07,53.462491,-113.585351,3,2,2,286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1998,354900,8209,993,2054,554,813,2839,1789,2725
4226 terwillegar VISTA,3693,,4226,TERWILLEGAR VISTA NW,354500,9992261,53.44728688,-113.582844,0.07,53.44728688,-113.582844,3,3,3,NaN,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,105,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2001,354900,5279,627,872,373,699,4164,1923,1879
2080 tanner WYND nw,3694,,2080,TANNER WYND NW,372000,9952885,53.45342905,-113.5874168,0,53.453427,-113.587417,4,3,3,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,105,Annually,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,350000,6349,1407,852,581,169,3659,1052,1374
17 1128 156 STREET,3695,17,1128,156 STREET NW,363500,10091711,53.44140423,-113.5912671,0.08,53.4414161,-113.5904278,3,2,2,212,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2006,350000,4997,1742,1476,1323,800,5085,3038,2800
111 oeming ROAD nw,3696,,111,OEMING ROAD NW,329000,3126794,53.46779125,-113.5690776,0,53.4673043,-113.5716253,2,3,2,359,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NaN,NaN,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1986,350000,7617,1215,929,465,651,2787,2012,2673
